"Activity_ID","ActivityNumber","ActivityName","SeasonName","ChildSeasonName","Type","Status","CategoryName","OtherCategoryName","RiskCategoryName","EnrollMin","EnrollMax","NumberEnrolled","BeginningDate","EndingDate","StartingTime","EndingTime","AgesMin","AgesMinMonth","AgesMinWeek","AgesMax","AgesMaxMonth","AgesMaxWeek","GradeMin","GradeMax","WeekDays","PrimaryInstructorName","NumberOfHours","NumberOfDates","ActivityLocation","FeeDescription","AccountName","KeyFeesTotal","OtherFeesTotal","FeeSummary","Description","PublicURL"
77117,"253.2.0401","Camp San Jose @ Camden - Thanksgiving Break","Fall 2018","--","Classes","Open","Camps","Camden Community Center",,10,"35",13,"11/19/18","11/21/18","8:00 AM","6:00 PM",5,0,0,12,11,4,,,"M Tu W","Department, Staff","30.000",3,"Classroom 1","Activity Fee","Camden - Camp San Jose","132.00","136.00","Resident: $132.00. Non-resident: $136.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities. The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs and embark on a weekly field trip. Activities  incorporate educational features disguised in fun and entertaining activities and projects. Price includes a low leader to child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning and much more! Campers need to bring water, lunch and sunscreen each day. * Check with your local community center for a complete list of field trips, lunch programs, scholarships and payment plans.  Each Camp San Jose session runs for one week. Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77117"
76532,"420.2.0100","Holidays at the Farm Camp","Fall 2018","--","Classes","Open","Camps","Emma Prusch Farm Park",,5,"40",1,"12/26/18","12/28/18","8:00 AM","3:00 PM",5,0,0,12,11,4,,,"W Th F","Department, Staff","21.000",3,"Park Meeting Hall at Emma Prusch Park","Resident Activity Fee","Prusch - Leisure Classes","90.00","94.00","Resident: $90.00. Non-resident: $94.00","Spend your holiday break at the farm where you will participate in various holiday activities, including games, crafts, gardening, sports, and baking! Participants will have hands-on time with the farm animals.Participants must bring their own lunch, snacks, and drinks to camp everyday. Please make sure that your child is dressed in casual, comfortable, weather-appropriate attire, including closed-toed shoes that you do not mind getting dirty.PLEASE NOTE: Camp hours are 8 am to 3 pm. PM Extended Care is available from 3pm- 6pm. Extended AM care is NOT available.    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76532"
76945,"420.2.0102","Holidays at the Farm Camp","Fall 2018","--","Classes","Open","Camps","Emma Prusch Farm Park",,5,"40",0,"1/2/19","1/4/19","8:00 AM","3:00 PM",5,0,0,12,11,4,,,"W Th F","Department, Staff","21.000",3,"Park Meeting Hall at Emma Prusch Park","Resident Activity Fee","Prusch - Leisure Classes","90.00","94.00","Resident: $90.00. Non-resident: $94.00","Spend your holiday break at the farm where you will participate in various holiday activities, including games, crafts, gardening, sports, and baking! Participants will have hands-on time with the farm animals.Participants must bring their own lunch, snacks, and drinks to camp everyday. Please make sure that your child is dressed in casual, comfortable, weather-appropriate attire, including closed-toed shoes that you do not mind getting dirty.PLEASE NOTE: Camp hours are 8 am to 3 pm. PM Extended Care is available from 3pm- 6pm. Extended AM care is NOT available.    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76945"
76840,"234.2.1011","Fall Recess Camp","Fall 2018","--","Classes","Open","Camps","Roosevelt Community Center",,5,"20",6,"10/1/18","10/5/18","8:00 AM","6:00 PM",5,0,0,12,11,4,,,"M Tu W Th F","Department, Staff","50.000",5,"RO Arts & Crafts Classroom at Roosevelt Community Center","Activity Fee","Roosevelt - Camp San Jose","220.00","224.00","Resident: $220.00. Non-resident: $224.00","      Children will play fun games, sports, create cool art and crafts projects, sing funny songs and embark on a field trip. Activities  incorporate educational features disguised in fun and entertaining activities and projects. Price includes low leader to child ratio of 1:10; field trip, skill building, new friendships, disguised learning and much more! Children need to bring lunch and water.Scholarship available - Please, come into Roosevelt Community Center for more information.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76840"
76839,"234.2.1001","Turkey Camp","Fall 2018","--","Classes","Open","Camps","Roosevelt Community Center",,5,"10",1,"11/19/18","11/21/18","9:30 AM","12:30 PM",3,0,0,5,0,0,,,"M Tu W","Department, Staff","9.000",3,"RO Kids Corner 1 at Roosevelt Community Center","Activity Fee","Roosevelt - Leisure Classes","60.00","64.00","Resident: $60.00. Non-resident: $64.00","      Children will play crazy fun games, sports, create cool arts and crafts projects, and sing funny songs. Activities  incorporate educational features disguised in fun and activities.Scholarship available for this program. Please, come into Roosevelt Community Center for more information.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76839"
76992,"216.2.1000","Camp Dance (Hoiday Break)","Fall 2018","--","Classes","Open","Camps","Southside Community Center",,5,"25",0,"12/27/18","1/4/19","9:00 AM","12:00 PM",3,0,0,12,11,0,,,"M Tu W Th F","Dance Arts Academy, Staff","15.000",5,"SS Fitness Room at Southside Community Center","Activity Fee","Southside - Leisure Classes","137.00","141.00","Resident: $137.00. Non-resident: $141.00","A little bit of everything!  Ballet, Tap, Jazz, Hip-Hop, Gymnastics, Cheer, Singing, and Hawaiian are all taught in this great half-day camp.  Participants are placed in age-appropriate classes.  A snack and juice is provided.  Great recital for parents on Friday!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76992"
77180,"233.2.0700","Fall Break Arts Adventures Camp","Fall 2018","--","Classes","Open","Camps","Willow Glen Community Center",,8,"25",0,"10/1/18","10/5/18","9:00 AM","12:00 PM",6,0,0,9,11,4,,,"M Tu W Th F","Department, Staff","15.000",5,"Bramhall Park Recreation Building","Resident Activity Fee","Willow Glen - Leisure Classes","139.00","143.00","Resident: $139.00. Non-resident: $143.00","This camp will be perfect for your creative young artist! Kids will learn basic art  skills as well as different art styles from paper mosaics to painting on their  very own canvas. Art is a great form of creative expression and helps build  confidence in showing kids they can create things with their two hands. Join us  for a fun filled camp where your child can make a masterpiece while learning  that they are one as well! ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77180"
76186,"233.2.1015","Fall Break Camp San Jose @ Willow Glen","Fall 2018","--","Classes","Open","Camps","Willow Glen Community Center",,30,"50",5,"10/1/18","10/5/18","8:00 AM","6:00 PM",5,0,0,12,11,4,"Kindergarten","6th","M Tu W Th F","Department, Staff","50.000",5,"Room 8","Activity Fee","Willow Glen - Camp San Jose","220.00","224.00","Resident: $220.00. Non-resident: $224.00","At Camp San Jose your child will participate in an unforgettable day camp experience combining camp traditions with enriching and educational activities.  The campers will participate in games, sports, create cool arts and crafts projects, sing funny songs and embark on a field trip.  Activities incorporate educational features disguised in fun and entertaining activities and projects.  Price includes a low leader to child ratio of 1:10, field trip, a Camp San Jose shirt, skill building, new friendships, disguised learning and much more!  Campers need to bring a bottled water, lunch and sunscreen each day.*Check with your local community center for a complete list of field trips and scholarships.  Field trips are subject to change.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76186"
77179,"233.2.3060","Fall Break Dance Camp","Fall 2018","--","Classes","Open","Camps","Willow Glen Community Center",,8,"25",0,"10/1/18","10/5/18","9:00 AM","12:00 PM",3,0,0,12,11,4,,,"M Tu W Th F","Dance Arts Academy, Staff","15.000",5,"WS Room 2 at Willow Glen Community & Senior Center","Resident Activity Fee","Willow Glen - Leisure Classes","137.00","141.00","Resident: $137.00. Non-resident: $141.00","A little bit of everything!  Ballet, Tap, Jazz, Hip-Hop, Gymnastics, Cheer, Singing, and Hawaiian are all taught in this great half-day camp.  Participants are placed in age-appropriate classes.  A snack and juice is provided.  Great recital for parents on Friday!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77179"
77181,"233.2.0701","Fall Break Lunch Hour Extended care for Fall Camp","Fall 2018","--","Classes","Open","Camps","Willow Glen Community Center",,8,"25",0,"10/1/18","10/5/18","12:00 PM","1:00 PM",6,0,0,9,11,4,,,"M Tu W Th F","Department, Staff","5.000",5,"Bramhall Park Recreation Building","Program Fee","Willow Glen - Leisure Classes","25.00","0","Standard charge: $25.00","Lunch Hour extended care for summer camps 5-13 yrs old.  Extended Care is from 12pm-1pm only. Campers will eat lunch, watch a movie or play games during the hour break between camps. A leader will escort youth to next summer camp session. ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77181"
77182,"233.2.0702","Fall Break STEAM Camp","Fall 2018","--","Classes","Open","Camps","Willow Glen Community Center",,8,"25",0,"10/1/18","10/5/18","1:00 PM","4:00 PM",7,0,0,12,11,4,,,"M Tu W Th F","Department, Staff","15.000",5,"Bramhall Park Recreation Building","Resident Activity Fee","Willow Glen - Leisure Classes","139.00","143.00","Resident: $139.00. Non-resident: $143.00","BLOP! BOOM! BLING! STEAM is an exiting camp full of energy! Your child will explore the elements of Science, Technology, Engineering, Arts and Mathematics as they create cool amazing things. Their imagination will not be limited with gooey projects and child friendly circuit boards, bottle rockets, slime and many more! Our expert leaders will teach the scientific method for exploration, creation, problem solving, critical thinking and many more! Sign up now!","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77182"
76409,"252.2.0217","Baby Ballet (child only)","Fall 2018","--","Classes","Open","Dance","Almaden Community Center",,6,"12",0,"9/11/18","10/30/18","1:00 PM","1:40 PM",2,0,0,3,11,4,,,"Tu","CLAP, Staff","5.333",8,"AL Dance Studio at Almaden Community Center","Activity Fee","Almaden - Leisure Classes","102.00","106.00","Resident: $102.00. Non-resident: $106.00","Baby Ballet encourages  self-expression and fun! Children learn to respond to music, improve balance  and agility, and express their feelings through dance. A variety of music and  props such as scarves and teddy bears keep your little one entertained. Parents  may stay for first 10 min of first class and are invited back at the end of  program for a class demonstration.  Suggested Attire: Comfortable clothes or leotards, tights and tutus. Students  may dance barefoot or wear ballet shoes.    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76409"
76408,"252.2.0213","Baby Ballet (parent/child)","Fall 2018","--","Classes","Open","Dance","Almaden Community Center",,6,"12",7,"9/22/18","12/8/18","9:05 AM","9:45 AM",2,0,0,2,11,4,,,"Sa","CLAP, Staff","6.667",10,"AL Dance Studio at Almaden Community Center","Activity Fee","Almaden - Leisure Classes","125.00","129.00","Resident: $125.00. Non-resident: $129.00","Baby Ballet encourages self-expression and fun! Children learn to respond to music, improve balance and agility, and express their feelings through dance. A variety of music and props such as scarves and teddy bears keep your little one entertained.  Suggested attire: Comfortable clothes or leotards, tights and tutus.  Students may not dance in socks or tights alone, must be barefoot or wearing ballet shoes.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76408"
